-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,16,-1,-1,-1,-1,-1,-1,16,16,16,-1,-1,-1,-1,-1,-1,-1
-1,-1,57,41,113,56,57,31,56,31,41,57,56,57,56,31,41,5,88,62,-1,-1
-1,-1,57,31,56,41,57,41,31,57,118,57,41,57,56,57,41,5,88,62,-1,-1
-1,-1,56,57,31,56,31,57,56,56,41,31,31,57,57,31,31,5,88,62,-1,-1
-1,-1,56,41,31,57,56,41,41,57,41,57,57,57,56,119,57,5,88,62,-1,-1
-1,-1,57,41,57,-1,-1,-1,119,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,41,31,57,-1,14,14,14,29,29,14,14,14,29,14,29,29,14,14,14,-1
-1,-1,56,31,113,-1,29,29,29,14,14,14,29,14,29,116,29,29,29,29,14,-1
-1,-1,119,57,56,-1,29,29,14,104,14,14,29,29,29,29,29,29,115,29,29,-1
-1,-1,57,41,31,-1,29,29,14,14,116,116,29,29,14,29,14,29,29,29,14,-1
-1,-1,57,31,56,-1,14,29,29,29,14,14,14,115,115,116,116,14,14,14,116,-1
-1,-1,-1,-1,-1,-1,14,14,14,14,29,29,14,14,14,29,29,29,29,14,14,-1
-1,14,29,14,29,14,29,29,29,29,14,29,14,29,29,29,14,29,14,14,29,-1
-1,14,29,29,29,29,14,14,14,29,14,29,14,14,14,14,14,29,14,29,29,-1
-1,29,116,29,14,29,29,29,14,14,116,14,14,14,29,14,14,29,29,14,14,-1
-1,14,29,14,14,14,29,29,29,29,29,29,14,14,14,29,14,29,14,29,29,-1
-1,14,29,116,115,14,115,29,14,115,115,14,29,29,29,29,14,14,14,14,14,-1
-1,29,29,14,29,14,14,29,14,29,14,29,29,14,29,29,14,29,14,29,14,-1
-1,14,14,14,29,29,29,14,14,14,14,29,29,29,29,29,14,14,29,29,29,-1
